,score
8139,8.2
8140,7.4
8141,7.0
8142,7.7
8143,5.2
8144,8.8
8145,5.9
8146,6.3
8147,6.8
8148,8.6
8149,7.9
8150,6.5
8151,9.0
8152,6.8
8153,6.3
8154,7.3
8155,7.6
8156,7.8
8157,5.1
8158,8.0
8159,7.7
8160,7.2
8161,6.5
8162,2.5
8163,8.8
8164,6.0
8165,7.3
8166,7.0
8167,7.5
8168,6.0
8169,7.2
8170,8.0
8171,8.3
8172,5.0
8173,7.3
8174,6.5
8175,8.7
8176,7.0
8177,6.4
8178,7.0
8179,4.9
8180,5.8
8181,5.8
8182,7.1
8183,5.7
8184,7.4
8185,8.0
8186,6.0
8187,6.7
8188,7.9
8189,6.3
8190,7.0
8191,6.7
8192,8.0
8193,7.1
8194,4.3
8195,7.1
8196,7.7
8197,7.6
8198,5.2
8199,7.7
8200,6.9
8201,6.2
8202,7.8
8203,7.1
8204,7.2
8205,6.7
8206,8.0
8207,6.8
8208,6.7
8209,7.1
8210,7.0
8211,6.0
8212,6.8
8213,6.6
8214,7.0
8215,8.0
8216,7.2
8217,6.3
8218,3.3
8219,5.4
8220,6.0
8221,6.1
8222,4.8
8223,8.0
8224,5.0
8225,6.5
8226,7.1
8227,7.1
8228,6.1
8229,6.0
8230,9.0
8231,7.3
8232,8.1
8233,6.1
8234,8.0
8235,5.9
8236,7.8
8237,8.0
8238,6.8
8239,6.1
8240,7.5
8241,8.6
8242,7.0
8243,7.0
8244,6.0
8245,6.3
8246,6.3
8247,6.1
8248,7.3
8249,7.8
8250,5.3
8251,6.8
8252,8.8
8253,7.3
8254,6.8
8255,6.0
8256,8.1
8257,3.0
8258,7.6
8259,7.7
8260,7.3
8261,7.5
8262,7.8
8263,7.0
8264,7.8
8265,7.7
8266,6.2
8267,7.7
8268,8.3
8269,7.0
8270,5.2
8271,7.2
8272,7.9
8273,7.7
8274,7.6
8275,7.4
8276,6.3
8277,7.1
8278,7.8
8279,6.4
8280,7.3
8281,6.8
8282,6.9
8283,6.2
8284,8.1
8285,7.0
8286,4.8
8287,8.6
8288,7.9
8289,6.5
8290,8.3
8291,7.3
8292,9.1
8293,7.7
8294,6.2
8295,6.7
8296,8.0
8297,7.6
8298,7.5
8299,6.3
8300,8.5
8301,7.1
8302,7.3
8303,8.9
8304,8.2
8305,7.5
8306,7.0
8307,6.4
8308,7.0
8309,8.0
8310,8.0
8311,7.6
8312,7.3
8313,7.5
8314,6.7
8315,6.1
8316,5.9
8317,4.6
8318,8.2
8319,7.2
8320,7.0
8321,7.9
8322,8.0
8323,6.4
8324,7.5
8325,6.8
8326,6.3
8327,6.3
8328,6.2
8329,7.7
8330,7.4
8331,8.2
8332,7.2
8333,6.1
8334,3.5
8335,7.8
8336,7.9
8337,8.1
8338,6.9
8339,7.5
8340,7.8
8341,8.5
8342,7.9
8343,6.3
8344,7.6
8345,8.0
8346,7.0
8347,6.2
8348,6.0
8349,8.7
8350,7.1
8351,5.1
8352,6.7
8353,6.5
8354,7.8
8355,5.1
8356,7.9
8357,8.2
8358,6.2
8359,7.6
8360,6.0
8361,6.8
8362,6.0
8363,7.0
8364,8.1
8365,7.5
8366,7.8
8367,6.9
8368,7.1
8369,8.8
8370,7.7
8371,5.0
8372,8.0
8373,7.9
8374,7.1
8375,7.2
8376,6.6
8377,3.8
8378,6.3
8379,6.2
8380,7.8
8381,7.3
8382,6.7
8383,8.2
8384,5.8
8385,7.9
8386,5.8
8387,7.5
8388,4.9
8389,7.8
8390,7.9
8391,7.5
8392,7.5
8393,5.7
8394,8.7
8395,7.5
8396,6.6
8397,7.2
8398,8.4
8399,7.7
8400,7.4
8401,5.8
8402,8.1
8403,8.0
8404,7.6
8405,7.5
8406,5.1
8407,7.9
8408,5.5
8409,7.8
8410,7.4
8411,7.8
8412,6.5
8413,7.1
8414,4.5
8415,5.0
8416,7.3
8417,7.9
8418,6.4
8419,7.6
8420,5.2
8421,7.5
8422,7.7
8423,5.7
8424,5.6
8425,6.7
8426,6.9
8427,7.6
8428,8.4
8429,5.2
8430,6.8
8431,8.2
8432,8.2
8433,4.2
8434,6.4
8435,6.4
8436,6.7
8437,7.6
8438,7.9
8439,8.5
8440,7.3
8441,4.7
8442,5.7
8443,7.5
8444,6.1
8445,6.0
8446,7.0
8447,6.9
8448,7.0
8449,7.0
8450,5.4
8451,6.5
8452,7.8
8453,8.0
8454,6.7
8455,5.6
8456,6.1
8457,8.0
8458,7.4
8459,7.9
8460,5.9
8461,7.0
8462,7.0
8463,7.5
8464,7.2
8465,7.1
8466,8.5
8467,6.9
8468,7.0
8469,7.6
8470,8.1
8471,8.6
8472,6.2
8473,1.8
8474,6.9
8475,8.4
8476,7.4
8477,7.0
8478,7.0
8479,8.4
8480,5.0
8481,6.6
8482,6.8
8483,7.7
8484,5.4
8485,7.6
8486,8.0
8487,8.4
8488,5.0
8489,7.0
8490,8.2
8491,5.5
8492,7.5
8493,7.7
8494,8.1
8495,7.8
8496,4.8
8497,7.3
8498,8.3
8499,7.7
8500,7.5
8501,8.4
8502,4.7
8503,7.2
8504,6.2
8505,8.0
8506,8.2
8507,4.8
8508,7.8
8509,6.4
8510,7.1
8511,8.5
8512,4.5
8513,7.7
8514,7.3
8515,6.9
8516,6.4
8517,6.9
8518,7.9
8519,8.7
8520,6.3
8521,8.5
8522,7.3
8523,4.0
8524,7.1
8525,6.3
8526,6.8
8527,6.0
8528,6.8
8529,7.5
8530,4.2
8531,6.8
8532,7.7
8533,4.5
8534,8.4
8535,7.1
8536,6.3
8537,5.6
8538,5.7
8539,6.2
8540,6.7
8541,5.9
8542,8.5
8543,6.4
8544,8.5
8545,5.8
8546,5.8
8547,4.6
8548,7.5
8549,7.0
8550,5.5
8551,7.5
8552,6.4
8553,7.4
8554,7.4
8555,2.9
8556,5.0
8557,7.9
8558,7.4
8559,7.4
8560,7.1
8561,7.9
8562,7.1
8563,7.3
8564,7.4
8565,5.5
8566,6.2
8567,7.6
8568,8.4
8569,6.0
8570,7.4
8571,6.5
8572,5.4
8573,6.7
8574,7.8
8575,7.6
8576,6.0
8577,7.3
8578,7.1
8579,4.4
8580,8.6
8581,6.5
8582,7.1
8583,6.9
8584,8.0
8585,8.3
8586,4.8
8587,6.8
8588,6.3
8589,7.9
8590,7.6
8591,6.4
8592,5.7
8593,6.4
8594,7.2
8595,7.4
8596,7.6
8597,5.2
8598,7.2
8599,8.7
8600,6.8
8601,7.2
8602,8.3
8603,7.7
8604,7.2
8605,7.8
8606,8.8
8607,7.3
8608,8.6
8609,7.7
8610,4.7
8611,7.8
8612,6.6
8613,5.8
8614,8.1
8615,7.5
8616,7.3
8617,4.9
8618,7.9
8619,6.8
8620,6.0
8621,6.9
8622,7.4
8623,6.7
8624,5.5
8625,6.2
8626,8.0
8627,6.3
8628,7.3
8629,1.0
8630,7.4
8631,7.4
8632,6.8
8633,6.9
8634,6.5
8635,7.5
8636,7.3
8637,7.2
8638,6.2
8639,5.2
8640,8.2
8641,6.7
8642,7.4
8643,1.6
8644,7.4
8645,7.5
8646,7.5
8647,6.5
8648,5.9
8649,7.1
8650,5.9
8651,7.5
8652,8.5
8653,7.8
8654,7.9
8655,6.5
8656,7.9
8657,7.0
8658,8.2
8659,5.4
8660,6.7
8661,6.0
8662,7.5
8663,7.9
8664,6.5
8665,8.4
8666,6.8
8667,7.9
8668,8.5
8669,4.2
8670,5.7
8671,8.0
8672,7.4
8673,5.2
8674,7.5
8675,8.0
8676,8.2
8677,9.4
8678,6.0
8679,6.2
8680,7.3
8681,7.0
8682,7.7
8683,8.0
8684,8.8
8685,7.5
8686,6.8
8687,8.2
8688,7.5
8689,7.7
8690,7.6
8691,3.9
8692,7.9
8693,5.9
8694,7.1
8695,6.1
8696,6.7
8697,7.0
8698,7.9
8699,8.7
8700,6.8
8701,7.6
8702,6.7
8703,4.2
8704,7.9
8705,7.0
8706,8.0
8707,7.4
8708,7.4
8709,7.7
8710,10.0
8711,7.1
8712,7.9
8713,1.0
8714,7.8
8715,8.0
8716,6.5
8717,6.8
8718,5.9
8719,7.9
8720,7.3
8721,5.3
8722,7.2
8723,3.9
8724,7.4
8725,8.2
8726,7.6
8727,6.5
8728,7.7
8729,7.0
8730,6.5
8731,7.6
8732,7.5
8733,6.2
8734,7.7
8735,5.9
8736,4.3
8737,7.1
8738,8.3
8739,10.0
8740,6.6
8741,7.9
8742,6.5
8743,7.1
8744,5.8
8745,7.8
8746,6.5
8747,8.0
8748,7.7
8749,8.0
8750,5.7
8751,8.7
8752,6.1
8753,7.1
8754,8.1
8755,5.0
8756,9.1
8757,7.6
8758,7.2
8759,6.0
8760,8.0
8761,8.2
8762,6.9
8763,7.3
8764,5.9
8765,6.2
8766,7.1
8767,7.3
8768,6.7
8769,7.0
8770,6.0
8771,6.6
8772,7.4
8773,6.5
8774,6.8
8775,7.7
8776,7.8
8777,6.0
8778,7.2
8779,7.2
8780,7.5
8781,6.4
8782,6.7
8783,7.3
8784,6.0
8785,4.5
8786,5.5
8787,7.4
8788,6.4
8789,7.7
8790,7.8
8791,7.0
8792,8.0
8793,8.8
8794,6.8
8795,5.8
8796,7.4
8797,7.8
8798,7.7
8799,8.0
8800,7.6
8801,6.1
8802,7.5
8803,4.8
8804,6.8
8805,8.4
8806,5.8
8807,6.5
8808,7.8
8809,7.6
8810,7.4
8811,5.8
8812,6.9
8813,5.9
8814,6.9
8815,7.9
8816,7.8
8817,7.5
8818,8.6
8819,6.7
8820,7.6
8821,6.7
8822,7.9
8823,6.7
8824,6.6
8825,7.4
8826,8.1
8827,7.7
8828,5.4
8829,6.6
8830,9.4
8831,7.0
8832,6.1
8833,7.7
8834,7.8
8835,6.7
8836,7.3
8837,7.8
8838,7.4
8839,6.3
8840,8.0
8841,5.6
8842,7.9
8843,5.3
8844,7.3
8845,6.0
8846,8.0
8847,7.6
8848,6.4
8849,9.0
8850,7.1
8851,8.0
8852,6.0
8853,8.0
8854,9.3
8855,7.7
8856,7.4
8857,5.2
8858,7.9
8859,8.3
8860,6.0
8861,7.5
8862,6.3
8863,8.0
8864,8.5
8865,5.7
8866,7.1
8867,7.2
8868,6.2
8869,6.3
8870,7.8
8871,7.3
8872,8.1
8873,7.4
8874,7.3
8875,7.5
8876,7.9
8877,6.5
8878,7.2
8879,8.5
8880,7.0
8881,5.9
8882,8.0
8883,6.2
8884,6.9
8885,7.5
8886,4.8
8887,7.5
8888,6.4
8889,5.9
8890,7.2
8891,6.9
8892,7.7
8893,7.3
8894,7.2
8895,7.5
8896,7.5
8897,7.3
8898,6.8
8899,7.3
8900,6.3
8901,8.3
8902,7.3
8903,6.5
8904,6.2
8905,7.7
8906,5.9
8907,7.0
8908,7.2
8909,2.8
8910,7.2
8911,7.8
8912,8.5
8913,7.3
8914,7.8
8915,6.6
8916,7.4
8917,8.0
8918,7.1
8919,7.6
8920,8.0
8921,6.1
8922,5.0
8923,7.4
8924,7.7
8925,3.7
8926,7.1
8927,7.9
8928,7.6
8929,7.5
8930,7.7
8931,6.0
8932,7.3
8933,7.5
8934,5.7
8935,5.9
8936,5.0
8937,6.1
8938,5.2
8939,6.2
8940,7.6
8941,2.9
8942,6.8
8943,7.0
8944,8.0
8945,5.1
8946,7.1
8947,5.2
8948,5.8
8949,7.0
8950,8.2
8951,5.6
8952,7.0
8953,6.6
8954,6.7
8955,6.6
8956,7.3
8957,7.6
8958,7.5
8959,6.8
8960,5.9
8961,7.0
8962,8.0
8963,5.6
8964,7.1
8965,6.9
8966,5.8
8967,6.1
8968,7.0
8969,8.2
8970,5.7
8971,7.0
8972,7.2
8973,8.0
8974,2.9
8975,8.8
8976,7.7
8977,6.8
8978,6.2
8979,7.9
8980,7.6
8981,6.3
8982,7.6
8983,7.0
8984,8.3
8985,7.4
8986,7.6
8987,5.7
8988,8.4
8989,4.6
8990,5.1
8991,8.1
8992,6.0
8993,6.8
8994,7.6
8995,6.1
8996,7.6
8997,8.2
8998,5.5
8999,7.4
9000,6.5
9001,7.3
9002,6.6
9003,8.0
9004,6.5
9005,7.5
9006,8.1
9007,7.2
9008,7.3
9009,6.7
9010,6.9
9011,8.0
9012,6.8
9013,8.1
9014,8.4
9015,6.4
9016,6.8
9017,8.0
9018,7.9
9019,7.7
9020,8.8
9021,4.4
9022,7.3
9023,7.8
9024,7.4
9025,6.8
9026,6.5
9027,8.4
9028,5.2
9029,6.7
9030,7.2
9031,7.5
9032,8.1
9033,8.1
9034,6.3
9035,8.1
9036,6.1
9037,7.4
9038,9.5
9039,7.2
9040,7.4
9041,7.7
9042,8.1
9043,6.8
9044,7.4
9045,6.4
9046,7.6
9047,6.4
9048,6.7
9049,7.6
9050,6.4
9051,8.0
9052,7.0
9053,7.8
9054,8.1
9055,7.0
9056,6.5
9057,7.7
9058,6.9
9059,5.9
9060,7.3
9061,8.6
9062,7.5
9063,6.6
9064,6.2
9065,4.3
9066,8.6
9067,5.9
9068,7.5
9069,7.6
9070,7.4
9071,5.8
9072,8.0
9073,7.2
9074,7.2
9075,8.5
9076,6.9
9077,6.7
9078,7.9
9079,7.5
9080,7.1
9081,4.9
9082,6.0
9083,7.9
9084,5.8
9085,6.4
9086,5.0
9087,6.8
9088,6.4
9089,6.2
9090,7.2
9091,5.5
9092,7.6
9093,5.7
9094,6.7
9095,7.1
9096,7.9
9097,7.2
9098,7.5
9099,7.4
9100,7.5
9101,8.1
9102,6.9
9103,5.9
9104,6.0
9105,6.7
9106,5.5
9107,7.1
9108,7.4
9109,7.3
9110,6.7
9111,7.1
9112,7.2
9113,6.3
9114,7.6
9115,7.0
9116,5.3
9117,5.7
9118,7.1
9119,7.3
9120,8.1
9121,6.0
9122,7.5
9123,7.3
9124,3.8
9125,8.2
9126,7.0
9127,6.7
9128,6.0
9129,8.3
9130,8.2
9131,7.8
9132,6.9
9133,7.0
9134,8.2
9135,7.0
9136,7.6
9137,8.0
9138,5.7
9139,6.3
9140,6.9
9141,8.2
9142,8.5
9143,7.3
9144,7.4
9145,7.2
9146,6.9
9147,7.9
9148,5.1
9149,8.5
9150,6.5
9151,4.5
9152,6.8
9153,7.9
9154,7.9
9155,7.0
9156,7.3
9157,7.2
9158,8.0
9159,6.6
9160,6.7
9161,6.7
9162,6.6
9163,8.8
9164,7.7
9165,6.4
9166,8.2
9167,6.0
9168,6.0
9169,6.9
9170,8.4
9171,6.2
9172,6.3
9173,7.3
9174,7.9
9175,7.5
9176,6.3
9177,6.6
9178,7.8
9179,7.2
9180,7.7
9181,7.3
9182,7.4
9183,7.7
9184,7.2
9185,7.6
9186,6.2
9187,7.5
9188,8.3
9189,8.4
9190,7.3
9191,5.7
9192,6.2
9193,7.7
9194,8.1
9195,5.9
9196,6.5
9197,6.4
9198,7.3
9199,7.0
9200,6.8
9201,3.8
9202,8.8
9203,5.2
9204,7.7
9205,6.5
9206,6.7
9207,6.4
9208,6.8
9209,6.3
9210,8.0
9211,7.9
9212,8.0
9213,4.8
9214,8.2
9215,5.8
9216,8.0
9217,6.9
9218,7.5
9219,7.7
9220,6.0
9221,4.1
9222,5.9
9223,8.5
9224,5.5
9225,5.7
9226,7.2
9227,7.2
9228,7.7
9229,6.0
9230,8.0
9231,7.1
9232,7.5
9233,6.4
9234,4.0
9235,6.9
9236,6.1
9237,6.1
9238,7.9
9239,6.5
9240,8.2
9241,7.7
9242,7.5
9243,7.1
9244,6.3
9245,6.9
9246,8.2
9247,6.7
9248,6.9
9249,2.6
9250,6.7
9251,7.9
9252,6.8
9253,6.6
9254,5.9
9255,7.2
9256,8.1
9257,7.4
9258,8.1
9259,7.5
9260,2.0
9261,6.2
9262,7.4
9263,7.2
9264,6.9
9265,6.7
9266,7.7
9267,8.0
9268,4.5
9269,7.1
9270,5.9
9271,7.1
9272,7.7
9273,7.6
9274,5.9
9275,4.9
9276,7.0
9277,7.4
9278,9.4
9279,6.9
9280,6.2
9281,7.2
9282,7.8
9283,7.9
9284,6.4
9285,5.4
9286,8.2
9287,3.0
9288,6.9
9289,6.8
9290,7.9
9291,5.6
9292,6.5
9293,5.0
9294,7.6
9295,7.0
9296,5.9
9297,6.8
9298,7.9
9299,8.0
9300,7.6
9301,7.8
9302,5.3
9303,7.8
9304,7.8
9305,6.8
9306,7.5
9307,7.2
9308,7.6
9309,7.7
9310,4.7
9311,8.4
9312,6.2
9313,7.4
9314,8.1
9315,4.8
9316,8.2
9317,7.4
9318,8.3
9319,7.8
9320,7.2
9321,5.5
9322,6.7
9323,8.6
9324,6.0
9325,7.5
9326,6.7
9327,7.8
9328,8.1
9329,5.3
9330,7.6
9331,7.5
9332,5.3
9333,6.5
9334,6.9
9335,8.3
9336,5.6
9337,7.2
9338,7.6
9339,7.9
9340,7.2
9341,7.3
9342,8.5
9343,7.3
9344,6.5
9345,7.3
9346,4.9
9347,3.8
9348,7.6
9349,5.8
9350,5.6
9351,7.6
9352,7.7
9353,8.6
9354,7.4
9355,5.8
9356,8.4
9357,7.7
9358,6.6
9359,6.3
9360,7.9
9361,6.6
9362,7.7
9363,2.4
9364,8.1
9365,8.8
9366,7.8
9367,7.3
9368,7.0
9369,5.0
9370,7.7
9371,7.2
9372,6.5
9373,4.8
9374,3.5
9375,5.6
9376,7.9
9377,6.8
9378,8.0
9379,7.6
9380,9.0
9381,7.6
9382,5.8
9383,6.6
9384,6.3
9385,6.0
9386,5.9
9387,7.9
9388,8.6
9389,5.5
9390,7.6
9391,8.0
9392,2.7
9393,7.5
9394,6.4
9395,6.8
9396,7.1
9397,8.3
9398,7.6
9399,4.1
9400,5.8
9401,4.6
9402,5.8
9403,8.4
9404,6.6
9405,7.4
9406,5.2
9407,7.2
9408,6.3
9409,7.2
9410,8.0
9411,6.7
9412,6.9
9413,3.9
9414,6.8
9415,7.4
9416,7.5
9417,6.8
9418,7.9
9419,7.7
9420,7.2
9421,6.2
9422,5.4
9423,8.8
9424,7.0
9425,6.8
9426,6.8
9427,7.8
9428,7.7
9429,2.5
9430,6.2
9431,6.9
9432,7.4
9433,7.8
9434,8.6
9435,7.9
9436,6.5
9437,7.0
9438,8.3
9439,8.4
9440,8.0
9441,5.9
9442,7.7
9443,7.2
9444,7.4
9445,7.7
9446,7.1
9447,8.1
9448,6.5
9449,8.1
9450,8.0
9451,5.5
9452,6.9
9453,7.6
9454,7.1
9455,7.7
9456,5.5
9457,7.4
9458,6.7
9459,8.2
9460,6.5
9461,6.8
9462,5.8
9463,6.6
9464,4.6
9465,8.2
9466,7.9
9467,5.3
9468,7.6
9469,7.4
9470,6.9
9471,6.9
9472,7.5
9473,7.3
9474,8.1
9475,5.5
9476,7.7
9477,6.0
9478,7.4
9479,7.3
9480,8.5
9481,7.5
9482,7.4
9483,6.7
9484,7.4
9485,8.0
9486,6.3
9487,8.5
9488,7.0
9489,5.0
9490,7.5
9491,7.9
9492,5.2
9493,7.1
9494,7.2
9495,8.7
9496,7.6
9497,6.3
9498,7.4
9499,6.8
9500,7.9
9501,6.2
9502,8.6
9503,6.8
9504,6.8
9505,6.8
9506,7.1
9507,6.5
9508,7.6
9509,9.5
9510,6.5
9511,8.0
9512,6.9
9513,7.6
9514,5.0
9515,10.0
9516,7.5
9517,7.2
9518,7.2
9519,6.2
9520,8.6
9521,6.8
9522,6.7
9523,8.7
9524,6.1
9525,7.0
9526,5.9
9527,7.0
9528,5.0
9529,7.6
9530,8.4
9531,5.8
9532,8.2
9533,7.8
9534,7.6
9535,7.2
9536,5.5
9537,6.7
9538,8.2
9539,7.2
9540,7.5
9541,7.4
9542,7.4
9543,8.0
9544,8.2
9545,6.7
9546,7.9
9547,5.2
9548,6.8
9549,7.1
9550,4.1
9551,1.5
9552,6.7
9553,9.0
9554,7.4
9555,5.1
9556,7.7
9557,6.7
9558,8.4
9559,7.4
9560,7.6
9561,7.3
9562,6.8
9563,6.8
9564,7.1
9565,7.2
9566,6.9
9567,6.2
9568,6.2
9569,7.8
9570,8.0
9571,7.6
9572,7.6
9573,7.5
9574,5.6
9575,8.0
9576,6.4
9577,7.2
9578,8.6
9579,6.7
9580,5.1
9581,7.9
9582,7.9
9583,6.8
9584,7.2
9585,6.2
9586,7.6
9587,5.5
9588,8.2
9589,7.9
9590,7.1
9591,7.5
9592,5.5
9593,7.8
9594,6.1
9595,8.2
9596,4.0
9597,4.4
9598,6.7
9599,6.6
9600,7.9
9601,8.0
9602,6.2
9603,5.7
9604,7.9
9605,6.8
9606,5.7
9607,7.5
9608,6.2
9609,8.3
9610,5.5
9611,6.8
9612,8.4
9613,6.3
9614,7.5
9615,7.4
9616,5.8
9617,8.2
9618,8.1
9619,7.9
9620,6.5
9621,7.5
9622,6.7
9623,5.7
9624,7.8
9625,7.4
9626,7.9
9627,7.7
9628,8.0
9629,7.2
9630,6.2
9631,8.1
9632,8.0
9633,6.7
9634,7.3
9635,7.0
9636,5.0
9637,8.4
9638,5.2
9639,7.2
9640,7.7
9641,6.7
9642,7.6
9643,4.8
9644,6.7
9645,6.6
9646,8.0
9647,8.1
9648,5.3
9649,7.4
9650,8.2
9651,4.3
9652,8.8
9653,7.1
9654,5.0
9655,8.2
9656,9.2
9657,7.2
9658,7.4
9659,8.7
9660,6.5
9661,5.6
9662,8.2
9663,7.5
9664,8.7
9665,7.7
9666,6.3
9667,7.7
9668,6.9
9669,6.3
9670,7.4
9671,8.2
9672,5.9
9673,8.0
9674,7.4
9675,6.4
9676,7.7
9677,7.2
9678,6.8
9679,7.6
9680,7.8
9681,5.0
9682,7.0
9683,6.8
9684,7.4
9685,7.8
9686,8.1
9687,7.3
9688,3.8
9689,7.5
9690,6.1
9691,6.7
9692,7.2
9693,6.9
9694,6.1
9695,4.0
9696,4.6
9697,6.7
9698,6.5
9699,7.2
9700,6.0
9701,8.6
9702,6.3
9703,3.6
9704,8.1
9705,8.0
9706,7.9
9707,6.5
9708,7.8
9709,7.4
9710,7.7
9711,4.4
9712,6.5
9713,6.7
9714,6.8
9715,5.0
9716,7.6
9717,7.5
9718,5.2
9719,7.4
9720,8.2
9721,4.9
9722,7.6
9723,6.3
9724,7.6
9725,6.5
9726,7.2
9727,5.3
9728,3.8
9729,7.6
9730,7.9
9731,5.7
9732,7.5
9733,6.6
9734,6.8
9735,7.1
9736,6.9
9737,7.5
9738,8.0
9739,6.9
9740,5.4
9741,4.8
9742,7.6
9743,7.4
9744,6.8
9745,7.1
9746,5.2
9747,7.3
9748,7.6
9749,7.9
9750,7.8
9751,8.4
9752,4.4
9753,6.7
9754,6.8
9755,8.0
9756,7.2
9757,7.2
9758,4.9
9759,5.4
9760,6.2
9761,5.0
9762,4.6
9763,7.3
9764,7.9
9765,5.4
9766,8.5
9767,6.8
9768,7.1
9769,5.8
9770,7.9
9771,6.9
9772,7.7
9773,7.6
9774,6.8
9775,7.9
9776,8.0
9777,3.3
9778,6.3
9779,6.9
9780,7.0
9781,8.0
9782,6.5
9783,8.6
9784,6.2
9785,6.5
9786,4.9
9787,5.0
9788,6.9
9789,6.9
9790,6.6
9791,4.8
9792,7.1
9793,7.2
9794,4.4
9795,3.2
9796,8.4
9797,5.9
9798,5.2
9799,8.1
9800,8.2
9801,7.7
9802,8.0
9803,6.9
9804,5.8
9805,7.8
9806,8.1
9807,7.3
9808,7.7
9809,8.3
9810,7.8
9811,4.0
9812,6.8
9813,7.1
9814,7.7
9815,5.4
9816,7.4
9817,7.7
9818,8.2
9819,4.0
9820,7.6
9821,7.2
9822,8.0
9823,7.8
9824,6.7
9825,7.0
9826,8.6
9827,7.5
9828,7.7
9829,7.2
9830,7.6
9831,8.2
9832,7.2
9833,7.6
9834,2.6
9835,7.2
9836,7.5
9837,7.2
9838,7.7
9839,7.7
9840,7.9
9841,4.3
9842,6.7
9843,7.8
9844,8.3
9845,5.8
9846,7.6
9847,8.4
9848,6.1
9849,7.3
9850,7.6
9851,8.5
9852,5.8
9853,6.1
9854,7.5
9855,7.9
9856,7.4
9857,7.1
9858,8.5
9859,6.5
9860,7.2
9861,8.1
9862,7.9
9863,7.3
9864,5.1
9865,6.9
9866,5.7
9867,7.9
9868,7.8
9869,4.4
9870,7.3
9871,8.3
9872,7.6
9873,7.6
9874,8.3
9875,5.7
9876,6.6
9877,6.7
9878,7.6
9879,4.5
9880,2.8
9881,6.5
9882,6.6
9883,8.0
9884,5.4
9885,6.7
9886,7.3
9887,7.5
9888,7.5
9889,6.8
9890,8.4
9891,5.8
9892,7.7
9893,7.0
9894,6.6
9895,6.9
9896,7.6
9897,8.2
9898,7.0
9899,8.0
9900,5.6
9901,7.6
9902,8.3
9903,4.2
9904,6.0
9905,6.5
9906,7.5
9907,5.2
9908,7.9
9909,7.5
9910,9.0
9911,5.6
9912,5.2
9913,8.7
9914,7.5
9915,4.9
9916,7.4
9917,8.2
9918,6.6
9919,8.3
9920,7.3
9921,7.7
9922,3.8
9923,8.5
9924,7.2
9925,7.3
9926,8.5
9927,6.9
9928,7.7
9929,7.7
9930,6.3
9931,5.6
9932,6.7
9933,7.9
9934,6.9
9935,8.0
9936,7.7
9937,7.6
9938,7.6
9939,7.8
9940,7.0
9941,7.1
9942,8.5
9943,6.1
9944,6.6
9945,7.8
9946,7.6
9947,8.5
9948,6.6
9949,7.0
9950,8.0
9951,7.7
9952,7.6
9953,6.6
9954,6.3
9955,8.2
9956,5.3
9957,5.8
9958,7.8
9959,6.2
9960,9.2
9961,3.0
9962,7.0
9963,7.7
9964,7.8
9965,8.7
9966,6.9
9967,6.7
9968,8.5
9969,4.8
9970,5.8
9971,8.2
9972,5.1
9973,7.0
9974,6.3
9975,7.8
9976,7.1
9977,7.7
9978,5.9
9979,8.0
9980,8.7
9981,6.7
9982,5.6
9983,7.0
9984,8.0
9985,7.6
9986,6.7
9987,6.5
9988,8.8
9989,7.1
9990,6.2
9991,6.1
9992,6.5
9993,7.3
9994,7.8
9995,7.8
9996,7.9
9997,3.5
9998,6.2
9999,6.7
10000,6.7
10001,5.2
10002,7.2
10003,8.3
10004,6.8
10005,7.4
10006,6.8
10007,6.4
10008,8.0
10009,6.1
10010,7.6
10011,8.4
10012,7.8
10013,8.5
10014,6.7
10015,6.4
10016,8.0
10017,5.8
10018,7.5
10019,5.0
10020,8.2
10021,2.9
10022,7.0
10023,7.8
10024,8.3
10025,7.6
10026,7.4
10027,7.3
10028,7.5
10029,6.9
10030,7.2
10031,7.3
10032,8.4
10033,7.9
10034,6.7
10035,8.1
10036,7.8
10037,7.2
10038,5.3
10039,6.4
10040,8.4
10041,7.2
10042,3.7
10043,5.9
10044,6.1
10045,7.1
10046,7.6
10047,8.1
10048,8.3
10049,5.0
10050,6.1
10051,7.9
10052,8.5
10053,6.4
10054,7.0
10055,5.9
10056,6.3
10057,7.6
10058,6.4
10059,7.9
10060,7.0
10061,6.7
10062,7.6
10063,6.8
10064,6.9
10065,7.0
10066,7.1
10067,7.0
10068,7.2
10069,4.8
10070,5.0
10071,7.5
10072,6.1
10073,6.3
10074,5.8
10075,8.1
10076,8.0
10077,7.5
10078,6.6
10079,8.0
10080,8.1
10081,7.4
10082,3.8
10083,8.2
10084,8.1
10085,7.4
10086,6.8
10087,7.4
10088,6.5
10089,8.3
10090,3.7
10091,7.5
10092,7.4
10093,7.7
10094,8.2
10095,7.2
10096,7.0
10097,7.5
10098,8.0
10099,9.5
10100,5.1
10101,7.0
10102,8.3
10103,7.8
10104,3.3
10105,7.8
10106,8.7
10107,5.5
10108,4.4
10109,8.0
10110,6.6
10111,5.9
10112,7.0
10113,6.4
10114,5.8
10115,5.8
10116,7.3
10117,7.6
10118,6.3
10119,6.9
10120,8.3
10121,7.2
10122,7.6
10123,4.7
10124,7.9
10125,7.6
10126,7.5
10127,8.1
10128,6.6
10129,5.6
10130,3.8
10131,8.1
10132,7.9
10133,7.8
10134,4.2
10135,8.2
10136,5.7
10137,7.4
